"","yHat.sdefault","yHat.sauc1","yHat.sauc2","yHat.sauc3","yActual"
"1103",0,0,0,0,0
"1106",0,0,0,0,0
"1107",0,0,0,0,0
"1108",1,1,1,1,0
"1109",0,0,0,0,0
"1111",0,0,0,0,0
"1113",0,0,0,0,0
"1116",0,0,0,0,0
"1118",1,1,1,1,0
"1122",0,0,0,0,0
"1124",1,1,1,1,0
"1125",0,0,0,0,0
"1128",0,0,0,0,0
"1129",0,0,0,0,0
"1130",0,0,0,0,0
"1132",0,0,0,0,0
"1134",0,0,0,0,0
"1135",0,0,0,0,0
"1136",1,1,1,1,0
"1137",0,0,0,0,0
"1144",0,0,0,0,0
"1146",1,1,1,1,0
"1147",0,0,0,0,0
"1149",0,0,0,0,0
"1151",0,0,0,0,0
"1153",0,0,0,0,0
"1157",0,0,0,0,0
"1158",0,0,0,0,0
"1159",0,0,0,0,0
"1161",0,0,0,0,0
"1162",1,1,1,1,0
"1165",0,0,0,0,0
"1166",0,0,0,0,0
"1167",0,0,0,0,0
"1172",0,0,0,0,0
"1174",0,0,0,0,0
"1176",0,0,0,0,0
"1178",0,0,0,0,0
"1179",0,0,0,0,0
"1181",0,0,0,0,0
"1182",0,0,0,0,0
"1183",0,0,0,0,0
"1184",0,0,0,0,0
"1185",0,0,0,0,0
"1186",0,0,0,0,0
"1187",1,0,0,0,0
"1191",0,0,0,0,0
"1192",0,0,0,0,0
"1196",0,0,0,0,0
"1197",0,0,0,0,0
"1198",0,0,0,0,0
"1200",0,0,0,0,0
"1203",0,0,0,0,0
"1204",0,0,0,0,0
"1207",0,0,0,0,0
"1209",0,0,0,0,0
"1210",0,0,1,0,0
"1211",1,0,0,0,0
"1214",0,0,0,0,0
"1216",0,0,0,0,0
"1218",0,0,0,0,0
"1221",0,0,0,0,0
"1222",0,0,0,0,0
"1223",0,0,0,0,0
"1225",0,0,0,0,0
"1227",0,0,0,0,0
"1228",0,0,0,0,0
"1232",0,0,0,0,0
"1233",0,0,0,0,0
"1234",0,1,1,1,0
"1236",0,0,0,0,0
"1240",0,0,0,0,0
"1241",0,1,1,1,0
"1242",0,0,0,0,0
"1247",0,0,0,0,0
"1248",1,1,1,1,0
"1249",0,0,0,0,0
"1252",0,0,0,0,0
"1253",0,0,0,0,0
"1255",0,0,0,0,0
"1257",0,0,0,0,0
"1258",0,0,0,0,0
"1262",1,1,1,1,0
"1263",0,0,0,0,0
"1264",0,0,0,0,0
"1266",1,1,1,1,0
"1268",0,0,0,0,0
"1269",0,0,0,0,0
"1271",0,0,0,0,0
"1273",0,0,0,0,0
"1278",0,0,0,0,0
"1279",0,0,0,0,0
"1280",0,1,1,1,0
"1281",0,0,0,0,0
"1282",0,0,0,0,0
"1286",0,0,0,0,0
"1287",0,0,0,0,0
"1290",0,0,0,0,0
"1291",0,0,0,0,0
"1294",0,0,0,0,0
"1297",0,0,0,0,0
"1298",0,0,0,0,0
"1304",0,0,0,0,0
"1306",0,0,0,0,0
"1307",0,0,0,0,0
"1308",1,1,1,1,0
"1309",0,0,0,0,0
"1311",0,0,0,0,0
"1313",0,0,0,0,0
"1314",1,1,1,1,0
"1315",0,0,0,0,0
"1318",0,0,0,0,0
"1320",0,0,0,0,0
"1321",0,0,0,0,0
"1323",0,0,0,0,0
"1325",0,0,0,0,0
"1327",0,0,0,0,0
"1330",0,0,0,0,0
"1335",0,0,0,0,0
"1337",0,0,0,0,0
"1338",0,0,0,0,0
"1339",0,0,0,0,0
"1340",0,0,0,0,0
"1345",1,1,1,1,0
"1347",0,0,0,0,0
"1349",0,0,0,0,0
"1351",0,0,0,0,0
"1355",0,0,0,0,0
"1359",0,0,0,0,0
"1361",0,0,0,0,0
"1365",0,0,0,0,0
"1366",0,0,0,0,0
"1367",1,1,1,1,0
"1370",0,0,0,0,0
"1374",0,0,0,0,0
"1375",0,0,0,0,0
"1377",0,0,0,0,0
"1378",0,0,0,0,0
"1379",0,0,0,0,0
"1381",0,0,0,0,0
"1382",0,0,0,0,0
"1383",0,0,0,0,0
"1385",0,0,0,0,0
"1389",0,0,1,0,0
"1390",0,0,0,0,0
"1392",0,0,0,0,0
"1396",0,0,0,0,0
"1399",0,0,0,0,0
"1400",0,0,0,0,0
"1401",0,0,0,0,0
"1403",1,1,1,1,0
"1406",0,0,0,0,0
"1408",0,0,0,0,0
"1409",0,1,1,0,0
"1413",1,1,1,1,0
"1414",0,0,0,0,0
"1415",0,0,0,0,0
"1416",1,1,1,1,0
"1418",0,0,0,0,0
"1419",0,0,0,0,0
"1421",0,0,0,0,0
"1422",0,1,1,0,0
"1424",0,0,0,0,0
"1426",0,0,0,0,0
"1427",0,0,0,0,0
"1429",0,0,0,0,0
"1432",0,0,0,0,0
"1435",1,1,0,1,0
"1436",1,1,1,1,0
"1437",0,0,0,0,0
"1439",0,0,0,0,0
"1441",0,0,0,0,0
"1443",0,0,0,0,0
"1445",0,0,0,0,0
"1451",0,0,0,0,0
"1452",0,0,0,0,0
"1456",1,1,1,1,0
"1457",0,0,0,0,0
"1458",0,0,0,0,0
"1462",0,0,0,0,0
"1464",0,0,0,0,0
"1466",0,0,0,0,0
"1468",0,0,0,0,0
"1470",0,0,0,0,0
"1471",0,0,0,0,0
"1473",0,0,0,0,0
"1474",0,0,0,0,0
"1475",1,1,1,0,0
"1476",1,1,1,1,0
"1477",0,0,0,0,0
"1478",0,0,0,0,0
"1479",0,0,0,0,0
"1480",0,0,0,0,0
"1481",0,0,0,0,0
"1484",0,0,0,0,0
"1487",0,0,0,0,0
"1488",0,0,0,0,0
"1489",0,0,0,0,0
"1492",1,1,1,1,0
"1493",0,0,0,0,0
"1498",0,0,0,0,0
"1502",0,0,0,0,0
"1505",0,0,0,0,0
"1506",0,0,0,0,0
"1507",1,1,1,1,0
"1511",0,0,0,0,0
"1512",0,0,0,0,0
"1514",0,0,0,0,0
"1516",0,0,0,0,0
"1517",1,1,1,1,0
"1518",0,0,0,0,0
"1519",0,0,0,0,0
"1522",0,0,0,0,0
"1526",0,0,0,0,0
"1527",1,0,0,0,0
"1532",0,0,0,0,0
"1540",0,0,0,0,0
"1548",0,0,0,0,0
"1550",0,0,0,0,0
"1551",0,0,0,0,0
"1553",0,0,0,0,0
"1554",0,0,0,0,0
"1555",0,0,0,0,0
"1558",0,0,0,0,0
"1559",0,0,0,0,0
"1560",0,0,0,0,0
"1561",0,0,0,0,0
"1563",0,0,0,0,0
"1564",0,0,0,0,0
"1566",1,1,1,1,0
"1570",1,1,1,1,0
"1573",0,0,0,0,0
"1578",0,0,0,0,0
"1580",0,0,0,0,0
"1581",0,0,0,0,0
"1585",0,0,0,0,0
"1586",0,0,0,0,0
"1588",0,0,0,0,0
"1593",0,1,1,1,0
"1594",0,0,0,0,0
"1595",0,0,0,0,0
"1596",0,0,0,0,0
"1597",0,0,0,0,0
"1598",0,0,0,0,0
"1601",0,0,0,0,0
"1602",0,0,0,0,0
"1603",1,1,1,1,0
"1604",0,0,0,0,0
"1605",1,1,1,1,0
"1607",0,0,0,0,0
"1610",1,1,1,1,0
"1614",0,0,0,0,0
"1616",0,0,0,0,0
"1617",0,0,1,0,0
"1618",0,0,0,0,0
"1619",0,0,0,0,0
"1621",0,0,0,0,0
"1625",0,0,0,0,0
"1628",0,0,1,0,0
"1629",0,0,0,0,0
"1630",0,0,0,0,0
"1633",0,0,0,0,0
"1634",0,0,0,0,0
"1636",1,1,1,1,0
"1640",0,0,0,0,0
"1642",0,0,0,0,0
"1643",1,1,1,1,0
"1645",0,0,0,0,0
"1646",0,0,0,0,0
"1648",0,0,0,0,0
"1651",0,0,0,0,0
"1653",0,0,0,0,0
"1657",0,0,0,0,0
"1660",0,0,0,0,0
"1664",0,0,0,0,0
"1665",0,0,0,0,0
"1666",1,1,0,1,0
"1668",0,0,0,0,0
"1670",0,0,0,0,0
"1672",0,0,0,0,0
"1675",0,0,0,0,0
"1676",1,1,1,0,0
"1679",0,0,0,0,0
"1680",0,0,0,0,0
"1681",0,0,0,0,0
"1684",0,0,0,0,0
"1686",0,0,0,0,0
"1688",0,0,0,0,0
"1690",0,0,0,0,0
"1691",0,0,0,0,0
"1695",1,1,1,1,0
"1698",0,0,0,0,0
"1699",0,0,0,0,0
"1701",0,0,0,0,0
"1704",0,0,0,0,0
"1705",0,0,0,0,0
"1707",1,1,1,1,0
"1710",0,0,0,0,0
"1713",1,1,1,1,0
"1714",0,0,0,0,0
"1715",1,1,1,1,0
"1718",0,0,0,0,0
"1719",0,0,0,0,0
"1720",0,0,0,0,0
"1721",0,0,0,0,0
"1722",0,0,0,0,0
"1724",0,0,0,0,0
"1725",0,1,1,0,0
"1726",0,0,0,0,0
"1729",0,0,0,0,0
"1731",0,0,0,0,0
"1733",0,0,0,0,0
"1734",1,1,1,1,0
"1736",0,0,0,0,0
"1737",0,1,1,1,0
"1738",0,0,0,0,0
"1739",0,0,0,0,0
"1741",0,0,0,0,0
"1742",0,0,0,0,0
"1743",0,0,0,0,0
"1745",1,1,1,1,0
"1747",1,1,1,1,0
"1748",0,0,0,0,0
"1750",0,0,0,0,0
"1751",1,1,1,1,0
"1753",0,0,0,0,0
"1755",0,0,0,0,0
"1757",0,0,0,0,0
"1760",0,0,0,0,0
"1761",0,0,0,0,0
"1763",1,1,1,1,0
"1764",0,0,0,0,0
"1765",0,0,0,0,0
"1766",0,0,0,0,0
"1767",1,1,1,1,0
"1768",0,0,0,0,0
"1769",0,0,0,0,0
"1771",0,0,0,0,0
"1772",1,1,1,1,0
"1773",0,0,0,0,0
"1776",0,0,0,0,0
"1781",0,0,0,0,0
"1785",0,0,0,0,0
"1788",1,1,1,1,0
"1789",1,1,1,1,0
"1790",0,0,0,0,0
"1791",0,0,0,0,0
"1793",0,0,0,0,0
"1794",0,0,0,0,0
"1795",0,0,0,0,0
"1798",1,1,1,1,0
"1801",0,0,0,0,0
"1802",0,0,0,0,0
"1803",0,0,0,0,0
"1804",0,0,0,0,0
"1805",0,0,0,0,0
"1812",0,0,0,0,0
"1813",0,0,0,0,0
"1814",0,0,0,0,0
"1815",1,1,1,1,0
"1816",1,1,1,1,0
"1818",0,0,0,0,0
"1819",0,0,0,0,0
"1820",0,0,0,0,0
"1821",1,1,1,1,0
"1822",0,0,0,0,0
"1824",0,0,0,0,0
"1828",0,0,0,0,0
"1831",1,1,1,1,0
"1832",0,0,0,0,0
"1833",1,1,1,1,0
"1837",0,0,0,0,0
"1838",0,0,0,0,0
"1839",0,0,0,0,0
"1840",1,0,0,0,0
"1841",1,1,1,1,0
"1843",0,0,0,0,0
"1844",0,1,1,1,0
"1847",0,0,1,0,0
"1852",0,0,0,0,0
"1853",0,0,0,0,0
"1854",0,0,0,0,0
"1855",0,0,0,0,0
"1859",1,1,1,1,0
"1861",0,0,0,0,0
"1863",0,0,0,0,0
"1865",0,0,0,0,0
"1867",0,0,0,0,0
"1870",0,0,0,0,0
"1871",0,0,0,0,0
"1873",0,0,0,0,0
"1874",0,0,0,0,0
"1876",0,0,0,0,0
"1877",0,0,0,0,0
"1879",0,0,0,0,0
"1880",0,0,0,0,0
"1885",0,0,0,0,0
"1889",0,0,0,0,0
"1893",0,0,0,0,0
"1898",0,0,0,0,0
"1899",0,0,0,0,0
"1903",1,1,1,1,0
"1904",0,0,0,0,0
"1905",0,0,0,0,0
"1907",0,0,0,0,0
"1908",0,0,0,0,0
"1912",0,0,0,0,0
"1914",0,0,0,0,0
"1915",0,0,0,0,0
"1916",0,0,0,0,0
"1917",0,0,0,0,0
"1918",0,0,0,0,0
"1919",0,0,0,0,0
"1923",0,0,0,0,0
"1925",0,0,0,0,0
"1928",0,0,0,0,0
"1929",1,1,1,1,0
"1930",0,0,0,0,0
"1935",0,0,0,0,0
"1936",0,0,0,0,0
"1937",0,0,0,0,0
"1940",0,0,0,0,0
"1941",0,0,0,0,0
"1942",0,0,0,0,0
"1943",0,0,0,0,0
"1944",0,0,0,0,0
"1953",0,1,1,0,0
"1957",0,0,0,0,0
"1959",0,0,0,0,0
"1960",0,0,0,0,0
"1961",0,0,0,0,0
"1966",0,0,0,0,0
"1967",0,0,0,0,0
"1968",0,0,0,0,0
"1969",0,0,0,0,0
"1971",0,0,0,0,0
"1973",0,0,0,0,0
"1975",1,1,0,1,0
"1977",0,0,0,0,0
"1978",0,0,0,0,0
"1980",0,0,0,0,0
"1981",0,0,0,0,0
"1985",0,0,0,0,0
"1988",0,0,0,0,0
"1989",0,0,0,0,0
"1990",0,0,0,0,0
"1991",0,0,0,0,0
"1995",0,0,0,0,0
"1996",0,0,0,0,0
"1999",0,0,0,0,0
"2000",1,0,0,0,0
"2004",0,0,0,0,0
"2005",0,0,0,0,0
"2007",0,0,0,0,0
"2009",0,0,0,0,0
"2010",1,1,1,1,0
"2011",0,0,0,0,0
"2012",1,1,1,1,0
"2014",0,0,0,0,0
"2016",1,1,1,1,0
"2017",1,1,1,1,0
"2018",0,0,0,0,0
"2024",0,0,0,0,0
"2025",0,0,0,0,0
"2026",0,0,0,0,0
"2028",0,0,0,0,0
"2029",0,0,0,0,0
"2030",0,1,1,0,0
"2032",0,0,0,0,0
"2033",0,0,0,0,0
"2037",0,0,0,0,0
"2038",0,0,0,0,0
"2039",0,0,0,0,0
